,SYMBOL,NAME OF COMPANY, SERIES, DATE OF LISTING, PAID UP VALUE, MARKET LOT, ISIN NUMBER, FACE VALUE
1438,SBIN,State Bank of India,EQ,01-MAR-1995,1,1,INE062A01020,1
1439,SCAPDVR,Stampede Capital Limited,EQ,10-OCT-2017,1,1,INE224E01036,1
1440,SCHAEFFLER,Schaeffler India Limited,EQ,29-NOV-2000,2,1,INE513A01022,2
1441,SCHAND,S Chand And Company Limited,EQ,09-MAY-2017,5,1,INE807K01035,5
1442,SCHNEIDER,Schneider Electric Infrastructure Limited,EQ,20-MAR-2012,2,1,INE839M01018,2
1443,SCI,Shipping Corporation Of India Limited,EQ,13-AUG-1997,10,1,INE109A01011,10
1444,SCPL,Sheetal Cool Products Limited,EQ,22-NOV-2022,10,1,INE501Y01019,10
1445,SDBL,Som Distilleries & Breweries Limited,EQ,18-MAR-2014,5,1,INE480C01020,5
1446,SEAMECLTD,Seamec Limited,EQ,28-JUN-1995,10,1,INE497B01018,10
1447,SECURCRED,SecUR Credentials Limited,EQ,17-OCT-2022,10,1,INE195Y01010,10
1448,SECURKLOUD,SECUREKLOUD TECHNOLOGIES LIMITED,EQ,29-JAN-2014,5,1,INE650K01021,5
1449,SEJALLTD,Sejal Glass Limited,BE,13-DEC-2021,10,1,INE955I01044,10
1450,SELAN,Selan Exploration Technology Limited,EQ,26-SEP-2006,10,1,INE818A01017,10
1451,SELMC,SEL Manufacturing Company Limited,BE,26-OCT-2021,10,1,INE105I01020,10
1452,SEPC,SEPC Limited,EQ,20-FEB-2008,10,1,INE964H01014,10
1453,SEPOWER,S.E. Power Limited,EQ,27-JUL-2012,10,1,INE735M01018,10
1454,SEQUENT,Sequent Scientific Limited,EQ,10-MAR-2016,2,1,INE807F01027,2
1455,SERVOTECH,Servotech Power Systems Limited,BE,02-SEP-2021,10,1,INE782X01017,10
1456,SESHAPAPER,Seshasayee Paper and Boards Limited,EQ,29-MAR-1995,2,1,INE630A01024,2
1457,SETCO,Setco Automotive Limited,EQ,01-JUL-2016,2,1,INE878E01021,2
1458,SETUINFRA,Setubandhan Infrastructure Limited,BE,04-OCT-2011,1,1,INE023M01027,1
1459,SFL,Sheela Foam Limited,EQ,09-DEC-2016,5,1,INE916U01025,5
1460,SGIL,Synergy Green Industries Limited,EQ,28-JUL-2021,10,1,INE00QT01015,10
1461,SGL,STL Global Limited,EQ,10-APR-2006,10,1,INE353H01010,10
1462,SHAHALLOYS,Shah Alloys Limited,EQ,16-JUN-2005,10,1,INE640C01011,10
1463,SHAILY,Shaily Engineering Plastics Limited,EQ,04-APR-2022,10,1,INE151G01010,10
1464,SHAKTIPUMP,Shakti Pumps (India) Limited,EQ,29-JAN-2015,10,1,INE908D01010,10
1465,SHALBY,Shalby Limited,EQ,15-DEC-2017,10,1,INE597J01018,10
1466,SHALPAINTS,Shalimar Paints Limited,EQ,03-MAR-2008,2,1,INE849C01026,2
1467,SHANKARA,Shankara Building Products Limited,EQ,05-APR-2017,10,1,INE274V01019,10
1468,SHANTI,Shanti Overseas (India) Limited,EQ,16-SEP-2021,10,1,INE933X01016,10
1469,SHANTIGEAR,Shanthi Gears Limited,EQ,17-JAN-1996,1,1,INE631A01022,1
1470,SHARDACROP,Sharda Cropchem Limited,EQ,23-SEP-2014,10,1,INE221J01015,10
1471,SHARDAMOTR,Sharda Motor Industries Limited,EQ,03-SEP-2015,2,1,INE597I01028,2
1472,SHAREINDIA,Share India Securities Limited,EQ,21-SEP-2020,10,1,INE932X01018,10
1473,SHEMAROO,Shemaroo Entertainment Limited,BE,01-OCT-2014,10,1,INE363M01019,10
1474,SHILPAMED,Shilpa Medicare Limited,EQ,03-DEC-2009,1,1,INE790G01031,1
1475,SHIVALIK,Shivalik Rasayan Limited,EQ,09-DEC-2021,5,1,INE788J01021,5
1476,SHIVAMAUTO,Shivam Autotech Limited,EQ,21-NOV-2006,2,1,INE637H01024,2
1477,SHIVAMILLS,Shiva Mills Limited,EQ,26-FEB-2018,10,1,INE644Y01017,10
1478,SHIVATEX,Shiva Texyarn Limited,EQ,26-DEC-2017,10,1,INE705C01020,10
1479,SHK,S H Kelkar and Company Limited,EQ,16-NOV-2015,10,1,INE500L01026,10
1480,SHOPERSTOP,Shoppers Stop Limited,EQ,23-MAY-2005,5,1,INE498B01024,5
1481,SHRADHA,Shradha Infraprojects Limited,BE,22-OCT-2020,10,1,INE715Y01015,10
1482,SHREDIGCEM,Shree Digvijay Cement Co.Ltd,EQ,28-JAN-2020,10,1,INE232A01011,10
1483,SHREECEM,SHREE CEMENT LIMITED,EQ,26-APR-1995,10,1,INE070A01015,10
1484,SHREEPUSHK,Shree Pushkar Chemicals & Fertilisers Limited,EQ,10-SEP-2015,10,1,INE712K01011,10
1485,SHREERAMA,Shree Rama Multi-Tech Limited,BE,13-MAR-2000,5,1,INE879A01019,5
1486,SHRENIK,Shrenik Limited,EQ,02-AUG-2019,1,1,INE632X01030,1
1487,SHREYANIND,Shreyans Industries Limited,EQ,06-NOV-1996,10,1,INE231C01019,10
1488,SHREYAS,Shreyas Shipping & Logistics Limited,EQ,01-MAR-1995,10,1,INE757B01015,10
1489,SHRIPISTON,Shriram Pistons & Rings Limited,BE,02-JUN-2016,10,1,INE526E01018,10
1490,SHRIRAMPPS,Shriram Properties Limited,EQ,20-DEC-2021,10,1,INE217L01019,10
1491,SHYAMCENT,Shyam Century Ferrous Limited,EQ,28-JUL-2015,1,1,INE979R01011,1
1492,SHYAMMETL,Shyam Metalics and Energy Limited,EQ,24-JUN-2021,10,1,INE810G01011,10
1493,SHYAMTEL,Shyam Telecom Limited,BE,06-NOV-2006,10,1,INE635A01023,10
1494,SIEMENS,Siemens Limited,EQ,06-SEP-1995,2,1,INE003A01024,2
1495,SIGACHI,Sigachi Industries Limited,EQ,15-NOV-2021,10,1,INE0D0K01014,10
1496,SIGIND,Signet Industries Limited,EQ,29-AUG-2018,10,1,INE529F01035,10
1497,SIKKO,Sikko Industries Limited,BE,22-OCT-2021,10,1,INE112X01017,10
1498,SIL,Standard Industries Limited,BE,27-JAN-2004,5,1,INE173A01025,5
1499,SILGO,Silgo Retail Limited,EQ,03-MAR-2021,10,1,INE01II01013,10
1500,SILINV,SIL Investments Limited,EQ,22-MAY-1996,10,1,INE923A01015,10
1501,SILLYMONKS,Silly Monks Entertainment Limited,BE,08-JUL-2020,10,1,INE203Y01012,10
1502,SILVERTUC,Silver Touch Technologies Limited,BE,12-MAY-2022,10,1,INE625X01018,10
1503,SIMBHALS,Simbhaoli Sugars Limited,EQ,14-MAR-2016,10,1,INE748T01016,10
1504,SIMPLEXINF,Simplex Infrastructures Limited,EQ,09-MAR-2004,2,1,INE059B01024,2
1505,SINTERCOM,Sintercom India Limited,EQ,07-OCT-2020,10,1,INE129Z01016,10
1506,SIRCA,Sirca Paints India Limited,EQ,22-JUL-2019,10,1,INE792Z01011,10
1507,SIS,SIS LIMITED,EQ,10-AUG-2017,5,1,INE285J01028,5
1508,SITINET,Siti Networks Limited,EQ,10-JAN-2007,1,1,INE965H01011,1
1509,SIYSIL,Siyaram Silk Mills Limited,EQ,29-JAN-2007,2,1,INE076B01028,2
1510,SJS,S.J.S. Enterprises Limited,EQ,15-NOV-2021,10,1,INE284S01014,10
1511,SJVN,SJVN Limited,EQ,20-MAY-2010,10,1,INE002L01015,10
1512,SKFINDIA,SKF India Limited,EQ,27-JAN-1999,10,1,INE640A01023,10
1513,SKIPPER,Skipper Limited,EQ,27-MAY-2015,1,1,INE439E01022,1
1514,SKMEGGPROD,SKM Egg Products Export (India) Limited,BE,14-MAR-1997,10,1,INE411D01015,10
1515,SMARTLINK,Smartlink Holdings Limited,EQ,11-APR-2001,2,1,INE178C01020,2
1516,SMCGLOBAL,SMC Global Securities Limited,EQ,24-FEB-2021,2,1,INE103C01036,2
1517,SMLISUZU,SML Isuzu Limited,EQ,29-AUG-2003,10,1,INE294B01019,10
1518,SMLT,Sarthak Metals Limited,EQ,25-NOV-2021,10,1,INE017W01010,10
1519,SMSLIFE,SMS Lifesciences India Limited,EQ,17-AUG-2017,10,1,INE320X01016,10
1520,SMSPHARMA,SMS Pharmaceuticals Limited,EQ,28-FEB-2007,1,1,INE812G01025,1
1521,SNOWMAN,Snowman Logistics Limited,EQ,12-SEP-2014,10,1,INE734N01019,10
1522,SOBHA,Sobha Limited,EQ,20-DEC-2006,10,1,INE671H01015,10
1523,SOFTTECH,Softtech Engineers Limited,EQ,25-FEB-2022,10,1,INE728Z01015,10
1524,SOLARA,Solara Active Pharma Sciences Limited,EQ,27-JUN-2018,10,1,INE624Z01016,10
1525,SOLARINDS,Solar Industries India Limited,EQ,03-APR-2006,2,1,INE343H01029,2
1526,SOMANYCERA,Somany Ceramics Limited,EQ,22-NOV-1995,2,1,INE355A01028,2
1527,SOMATEX,Soma Textiles & Industries Limited,EQ,14-AUG-1996,10,1,INE314C01013,10
1528,SOMICONVEY,Somi Conveyor Beltings Limited,BE,18-JUL-2016,10,1,INE323J01019,10
1529,SONACOMS,Sona BLW Precision Forgings Limited,EQ,24-JUN-2021,10,1,INE073K01018,10
1530,SONAMCLOCK,Sonam Clock Limited,EQ,07-APR-2022,10,1,INE00LM01011,10
1531,SONATSOFTW,Sonata Software Limited,EQ,28-JUL-1999,1,1,INE269A01021,1
1532,SOTL,Savita Oil Technologies Limited,EQ,28-JUN-1995,2,1,INE035D01020,2
1533,SOUTHBANK,The South Indian Bank Limited,EQ,08-DEC-1998,1,1,INE683A01023,1
1534,SOUTHWEST,South West Pinnacle Exploration Limited,EQ,18-APR-2019,10,1,INE980Y01015,10
1535,SPAL,S. P. Apparels Limited,EQ,12-AUG-2016,10,1,INE212I01016,10
1536,SPANDANA,Spandana Sphoorty Financial Limited,BE,19-AUG-2019,10,1,INE572J01011,10
1537,SPARC,Sun Pharma Advanced Research Company Limited,EQ,18-JUL-2007,1,1,INE232I01014,1
1538,SPCENET,Spacenet Enterprises India Limited,BE,10-JAN-2017,1,1,INE970N01027,1
1539,SPECIALITY,Speciality Restaurants Limited,EQ,30-MAY-2012,10,1,INE247M01014,10
1540,SPENCERS,Spencer's Retail Limited,EQ,25-JAN-2019,5,1,INE020801028,5
1541,SPENTEX,Spentex Industries Limited,BZ,20-DEC-2006,10,1,INE376C01020,10
1542,SPIC,Southern Petrochemicals Industries Corporation  Limited,EQ,10-JAN-1996,10,1,INE147A01011,10
1543,SPICEJET,SPICEJET LTD,EQ,10-MAY-1995,10,1,INE285B01017,10
1544,SPLIL,SPL Industries Limited,EQ,26-JUL-2005,10,1,INE978G01016,10
1545,SPLPETRO,Supreme Petrochem Limited,EQ,24-MAY-2022,4,1,INE663A01025,4
1546,SPMLINFRA,SPML Infra Limited,EQ,14-FEB-1996,2,1,INE937A01023,2
1547,SPORTKING,Sportking India Limited,EQ,24-AUG-2022,10,1,INE885H01011,10
1548,SPTL,Sintex Plastics Technology Limited,EQ,08-AUG-2017,1,1,INE501W01021,1
1549,SREEL,Sreeleathers Limited,EQ,01-JAN-2014,10,1,INE099F01013,10
1550,SREINFRA,SREI Infrastructure Finance Limited,BE,20-DEC-1995,10,1,INE872A01014,10
1551,SRF,SRF Limited,EQ,18-AUG-2003,10,1,INE647A01010,10
1552,SRHHYPOLTD,Sree Rayalaseema Hi-Strength Hypo Limited,EQ,08-MAY-2007,10,1,INE917H01012,10
1553,SRPL,Shree Ram Proteins Limited,EQ,23-SEP-2020,10,1,INE008Z01012,10
1554,SRTRANSFIN,Shriram Transport Finance Company Limited,EQ,11-DEC-1996,10,1,INE721A01013,10
1555,SSWL,Steel Strips Wheels Limited,EQ,06-JUN-2005,1,1,INE802C01033,1
1556,STAR,Strides Pharma Science Limited,EQ,02-FEB-2000,10,1,INE939A01011,10
1557,STARCEMENT,Star Cement Limited,EQ,16-JUN-2017,1,1,INE460H01021,1
1558,STARHEALTH,Star Health and Allied Insurance Company Limited,EQ,10-DEC-2021,10,1,INE575P01011,10
1559,STARPAPER,Star Paper Mills Limited,EQ,13-SEP-1995,10,1,INE733A01018,10
1560,STARTECK,Starteck Finance Limited,EQ,04-MAY-2022,10,1,INE992I01013,10
1561,STCINDIA,The State Trading Corporation of India Limited,EQ,01-APR-2003,10,1,INE655A01013,10
1562,STEELCAS,Steelcast Limited,EQ,23-NOV-2021,5,1,INE124E01020,5
1563,STEELCITY,Steel City Securities Limited,EQ,27-JUN-2019,10,1,INE395H01011,10
1564,STEELXIND,STEEL EXCHANGE INDIA LIMITED,EQ,20-JUL-2017,1,1,INE503B01021,1
1565,STEL,Stel Holdings Limited,EQ,09-FEB-2011,10,1,INE577L01016,10
1566,STERTOOLS,Sterling Tools Limited,EQ,02-FEB-2006,2,1,INE334A01023,2
1567,STLTECH,Sterlite Technologies Limited,EQ,08-DEC-2000,2,1,INE089C01029,2
1568,STOVEKRAFT,Stove Kraft Limited,EQ,05-FEB-2021,10,1,INE00IN01015,10
1569,STYLAMIND,Stylam Industries Limited,EQ,02-AUG-2021,5,1,INE239C01020,5
1570,SUBCAPCITY,International Constructions Limited,BE,10-JUL-1996,10,1,INE845C01016,10
1571,SUBEXLTD,Subex Limited,EQ,05-NOV-2020,5,1,INE754A01055,5
1572,SUBROS,Subros Limited,EQ,13-JUL-2005,2,1,INE287B01021,2
1573,SUDARSCHEM,Sudarshan Chemical Industries Limited,EQ,25-MAY-1995,2,1,INE659A01023,2
1574,SUKHJITS,Sukhjit Starch & Chemicals Limited,EQ,07-NOV-2022,10,1,INE450E01011,10
1575,SUMEETINDS,Sumeet Industries Limited,EQ,10-DEC-2010,10,1,INE235C01010,10
1576,SUMICHEM,Sumitomo Chemical India Limited,EQ,27-JAN-2020,10,1,INE258G01013,10
1577,SUMIT,Sumit Woods Limited,BE,30-JUL-2019,10,1,INE748Z01013,10
1578,SUMMITSEC,Summit Securities Limited,EQ,28-JAN-2011,10,1,INE519C01017,10
1579,SUNCLAYLTD,Sundaram Clayton Limited,EQ,23-OCT-2012,5,1,INE105A01035,5
1580,SUNDARAM,Sundaram Multi Pap Limited,EQ,02-JUN-2010,1,1,INE108E01023,1
1581,SUNDARMFIN,Sundaram Finance Limited,EQ,07-JAN-1998,10,1,INE660A01013,10
1582,SUNDARMHLD,Sundaram Finance Holdings Limited,EQ,26-MAR-2018,5,1,INE202Z01029,5
1583,SUNDRMBRAK,Sundaram Brake Linings Limited,EQ,17-JUL-1996,10,1,INE073D01013,10
1584,SUNDRMFAST,Sundram Fasteners Limited,EQ,07-JUN-2000,1,1,INE387A01021,1
1585,SUNFLAG,Sunflag Iron And Steel Company Limited,EQ,29-SEP-2005,10,1,INE947A01014,10
1586,SUNPHARMA,Sun Pharmaceutical Industries Limited,EQ,08-FEB-1995,1,1,INE044A01036,1
1587,SUNTECK,Sunteck Realty Limited,EQ,13-NOV-2009,1,1,INE805D01034,1
1588,SUNTV,Sun TV Network Limited,EQ,24-APR-2006,5,1,INE424H01027,5
1589,SUPERHOUSE,Superhouse Limited,EQ,26-SEP-2014,10,1,INE712B01010,10
1590,SUPERSPIN,Super Spinning Mills Limited,EQ,08-JUL-2004,1,1,INE662A01027,1
1591,SUPRAJIT,Suprajit Engineering Limited,EQ,18-FEB-2005,1,1,INE399C01030,1
1592,SUPREMEENG,Supreme Engineering Limited,EQ,04-DEC-2020,1,1,INE319Z01021,1
1593,SUPREMEIND,Supreme Industries Limited,EQ,19-JUL-1995,2,1,INE195A01028,2
1594,SUPREMEINF,Supreme Infrastructure India Limited,BE,18-OCT-2007,10,1,INE550H01011,10
1595,SUPRIYA,Supriya Lifescience Limited,EQ,28-DEC-2021,2,1,INE07RO01027,2
1596,SURANASOL,Surana Solar Limited,EQ,07-JAN-2011,5,1,INE272L01022,5
1597,SURANAT&P,Surana Telecom and Power Limited,EQ,22-MAY-2002,1,1,INE130B01031,1
1598,SURYALAXMI,Suryalakshmi Cotton Mills Limited,EQ,15-JUN-2005,10,1,INE713B01026,10
1599,SURYAROSNI,Surya Roshni Limited,EQ,10-MAY-1995,10,1,INE335A01012,10
1600,SURYODAY,Suryoday Small Finance Bank Limited,EQ,26-MAR-2021,10,1,INE428Q01011,10
1601,SUTLEJTEX,Sutlej Textiles and Industries Limited,EQ,14-DEC-2006,1,1,INE645H01027,1
1602,SUULD,Suumaya Industries Limited,EQ,19-OCT-2020,10,1,INE591Q01016,10
1603,SUVEN,Suven Life Sciences Limited,EQ,23-OCT-2003,1,1,INE495B01038,1
1604,SUVENPHAR,Suven Pharmaceuticals Limited,EQ,09-MAR-2020,1,1,INE03QK01018,1
1605,SUVIDHAA,Suvidhaa Infoserve Limited,EQ,31-MAR-2021,1,1,INE018401013,1
1606,SUZLON,Suzlon Energy Limited,EQ,19-OCT-2005,2,1,INE040H01021,2
1607,SVPGLOB,SVP GLOBAL TEXTILES LIMITED,EQ,14-JUL-2021,1,1,INE308E01029,1
1608,SWANENERGY,Swan Energy Limited,EQ,29-MAY-2012,1,1,INE665A01038,1
1609,SWARAJENG,Swaraj Engines Limited,EQ,06-DEC-1995,10,1,INE277A01016,10
1610,SWELECTES,Swelect Energy Systems Limited,EQ,09-MAY-2006,10,1,INE409B01013,10
1611,SWSOLAR,Sterling and Wilson Renewable Energy Limited,EQ,20-AUG-2019,1,1,INE00M201021,1
1612,SYMPHONY,Symphony Limited,EQ,15-JUN-2011,2,1,INE225D01027,2
1613,SYNCOMF,Syncom Formulations (India) Limited,EQ,18-NOV-2022,1,1,INE312C01025,1
1614,SYNGENE,Syngene International Limited,EQ,11-AUG-2015,10,1,INE398R01022,10
1615,SYRMA,Syrma SGS Technology Limited,EQ,26-AUG-2022,10,1,INE0DYJ01015,10
1616,TAINWALCHM,Tainwala Chemical and Plastic (I) Limited,EQ,27-JUL-1995,10,1,INE123C01018,10
1617,TAJGVK,Taj GVK Hotels & Resorts Limited,EQ,20-DEC-2000,2,1,INE586B01026,2
1618,TAKE,Take Solutions Limited,EQ,27-AUG-2007,1,1,INE142I01023,1
1619,TALBROAUTO,Talbros Automotive Components Limited,EQ,29-SEP-2006,10,1,INE187D01011,10
1620,TANLA,Tanla Platforms Limited,EQ,05-JAN-2007,1,1,INE483C01032,1
1621,TANTIACONS,Tantia Constructions Limited,BZ,19-FEB-2008,10,1,INE388G01018,10
1622,TARAPUR,Tarapur Transformers Limited,EQ,18-MAY-2010,10,1,INE747K01017,10
1623,TARC,TARC Limited,EQ,18-DEC-2020,2,1,INE0EK901012,2
1624,TARMAT,Tarmat Limited,EQ,09-JUL-2007,10,1,INE924H01018,10
1625,TARSONS,Tarsons Products Limited,EQ,26-NOV-2021,2,1,INE144Z01023,2
1626,TASTYBITE,Tasty Bite Eatables Limited,EQ,23-MAR-2017,10,1,INE488B01017,10
1627,TATACHEM,Tata Chemicals Limited,EQ,01-APR-1999,10,1,INE092A01019,10
1628,TATACOFFEE,Tata Coffee Limited,EQ,16-FEB-2000,1,1,INE493A01027,1
1629,TATACOMM,Tata Communications Limited,EQ,12-APR-1995,10,1,INE151A01013,10
1630,TATACONSUM,TATA CONSUMER PRODUCTS LIMITED,EQ,18-NOV-1998,1,1,INE192A01025,1
1631,TATAELXSI,Tata Elxsi Limited,EQ,17-SEP-2003,10,1,INE670A01012,10
1632,TATAINVEST,Tata Investment Corporation Limited,EQ,24-JUN-1998,10,1,INE672A01018,10
1633,TATAMETALI,Tata Metaliks Limited,EQ,27-MAY-2003,10,1,INE056C01010,10
1634,TATAMOTORS,Tata Motors Limited,EQ,22-JUL-1998,2,1,INE155A01022,2
1635,TATAMTRDVR,Tata Motors Limited,EQ,05-NOV-2008,2,1,IN9155A01020,2
1636,TATAPOWER,Tata Power Company Limited,EQ,03-APR-1996,1,1,INE245A01021,1
1637,TATASTEEL,Tata Steel Limited,EQ,18-NOV-1998,1,1,INE081A01020,1
1638,TATASTLLP,Tata Steel Long Products Limited,EQ,24-FEB-2003,10,1,INE674A01014,10
1639,TATVA,Tatva Chintan Pharma Chem Limited,EQ,29-JUL-2021,10,1,INE0GK401011,10
1640,TBZ,Tribhovandas Bhimji Zaveri Limited,EQ,09-MAY-2012,10,1,INE760L01018,10
1641,TCI,Transport Corporation of India Limited,EQ,21-JAN-2002,2,1,INE688A01022,2
1642,TCIEXP,TCI Express Limited,EQ,15-DEC-2016,2,1,INE586V01016,2
1643,TCNSBRANDS,TCNS Clothing Co. Limited,EQ,30-JUL-2018,2,1,INE778U01029,2
1644,TCPLPACK,TCPL Packaging Limited,EQ,17-OCT-2017,10,1,INE822C01015,10
1645,TCS,Tata Consultancy Services Limited,EQ,25-AUG-2004,1,1,INE467B01029,1
1646,TDPOWERSYS,TD Power Systems Limited,EQ,08-SEP-2011,2,1,INE419M01027,2
1647,TEAMLEASE,Teamlease Services Limited,EQ,12-FEB-2016,10,1,INE985S01024,10
1648,TECHIN,Techindia Nirman Limited,BE,08-SEP-2011,10,1,INE778A01021,10
1649,TECHM,Tech Mahindra Limited,EQ,28-AUG-2006,5,1,INE669C01036,5
1650,TECHNOE,Techno Electric & Engineering Company Limited,EQ,04-DEC-2018,2,1,INE285K01026,2
1651,TEGA,Tega Industries Limited,EQ,13-DEC-2021,10,1,INE011K01018,10
1652,TEJASNET,Tejas Networks Limited,EQ,27-JUN-2017,10,1,INE010J01012,10
1653,TEMBO,Tembo Global Industries Limited,EQ,23-APR-2021,10,1,INE869Y01010,10
1654,TERASOFT,Tera Software Limited,EQ,29-DEC-2016,10,1,INE482B01010,10
1655,TEXINFRA,Texmaco Infrastructure & Holdings Limited,EQ,09-SEP-2004,1,1,INE435C01024,1
1656,TEXMOPIPES,Texmo Pipes and Products Limited,EQ,10-MAR-2010,10,1,INE141K01013,10
1657,TEXRAIL,Texmaco Rail & Engineering Limited,EQ,03-MAR-2011,1,1,INE621L01012,1
1658,TFCILTD,Tourism Finance Corporation of India Limited,EQ,26-JUL-2000,10,1,INE305A01015,10
1659,TFL,Transwarranty Finance Limited,BE,26-FEB-2007,10,1,INE804H01012,10
1660,TGBHOTELS,TGB Banquets And Hotels Limited,EQ,17-MAY-2007,10,1,INE797H01018,10
1661,THANGAMAYL,Thangamayil Jewellery Limited,EQ,19-FEB-2010,10,1,INE085J01014,10
1662,THEINVEST,The Investment Trust Of India Limited,EQ,02-AUG-2017,10,1,INE924D01017,10
1663,THEMISMED,Themis Medicare Limited,EQ,02-APR-2007,10,1,INE083B01016,10
1664,THERMAX,Thermax Limited,EQ,30-AUG-1995,2,1,INE152A01029,2
1665,THOMASCOOK,Thomas Cook  (India)  Limited,EQ,07-JUN-2000,1,1,INE332A01027,1
1666,THOMASCOTT,Thomas Scott (India) Limited,BE,30-JAN-2012,10,1,INE480M01011,10
1667,THYROCARE,Thyrocare Technologies Limited,EQ,09-MAY-2016,10,1,INE594H01019,10
1668,TI,Tilaknagar Industries Limited,EQ,16-JUL-2010,10,1,INE133E01013,10
1669,TIDEWATER,Tide Water Oil Company (India) Limited,EQ,16-JAN-2007,2,1,INE484C01030,2
1670,TIIL,Technocraft Industries (India) Limited,EQ,12-FEB-2007,10,1,INE545H01011,10
1671,TIINDIA,Tube Investments of India Limited,EQ,02-NOV-2017,1,1,INE974X01010,1
1672,TIJARIA,Tijaria Polypipes Limited,EQ,14-OCT-2011,10,1,INE440L01017,10
1673,TIL,TIL Limited,BZ,27-SEP-1995,10,1,INE806C01018,10
1674,TIMESGTY,Times Guaranty Limited,EQ,11-JUN-2002,10,1,INE289C01025,10
1675,TIMETECHNO,Time Technoplast Limited,EQ,13-JUN-2007,1,1,INE508G01029,1
1676,TIMKEN,Timken India Limited,EQ,06-FEB-2007,10,1,INE325A01013,10
1677,TINPLATE,The Tinplate Company of India Limited,EQ,27-JAN-2006,10,1,INE422C01014,10
1678,TIPSFILMS,Tips Films Limited,EQ,06-OCT-2022,10,1,INE0LQS01015,10
1679,TIPSINDLTD,TIPS Industries Limited,EQ,10-NOV-2000,10,1,INE716B01011,10
1680,TIRUMALCHM,Thirumalai Chemicals Limited,EQ,14-MAY-2003,1,1,INE338A01024,1
1681,TIRUPATIFL,Tirupati Forge Limited,EQ,04-AUG-2020,2,1,INE319Y01024,2
1682,TITAN,Titan Company Limited,EQ,24-SEP-2004,1,1,INE280A01028,1
1683,TMB,Tamilnad Mercantile Bank Limited,EQ,15-SEP-2022,10,1,INE668A01016,10
1684,TNPETRO,Tamilnadu PetroProducts Limited,EQ,27-OCT-1999,10,1,INE148A01019,10
1685,TNPL,Tamil Nadu Newsprint & Papers Limited,EQ,14-FEB-1996,10,1,INE107A01015,10
1686,TNTELE,Tamilnadu Telecommunication Limited,BE,04-FEB-2003,10,1,INE141D01018,10
1687,TOKYOPLAST,Tokyo Plast International Limited,EQ,11-OCT-1995,10,1,INE932C01012,10
1688,TORNTPHARM,Torrent Pharmaceuticals Limited,EQ,25-NOV-2002,5,1,INE685A01028,5
1689,TORNTPOWER,Torrent Power Limited,EQ,28-NOV-2006,10,1,INE813H01021,10
1690,TOTAL,Total Transport Systems Limited,EQ,28-AUG-2020,10,1,INE336X01012,10
1691,TOUCHWOOD,Touchwood Entertainment Limited,BE,21-JAN-2020,10,1,INE486Y01013,10
1692,TPLPLASTEH,TPL Plastech Limited,EQ,20-MAY-2015,2,1,INE413G01022,2
1693,TRACXN,Tracxn Technologies Limited,EQ,20-OCT-2022,1,1,INE0HMF01019,1
1694,TREEHOUSE,Tree House Education & Accessories Limited,BE,26-AUG-2011,10,1,INE040M01013,10
1695,TREJHARA,TREJHARA SOLUTIONS LIMITED,EQ,28-DEC-2018,10,1,INE00CA01015,10
1696,TRENT,Trent Limited,EQ,07-JUN-2004,1,1,INE849A01020,1
1697,TRF,TRF Limited,EQ,26-MAR-2010,10,1,INE391D01019,10
1698,TRIDENT,Trident Limited,EQ,21-FEB-2001,1,1,INE064C01022,1
1699,TRIGYN,Trigyn Technologies Limited,EQ,09-APR-1998,10,1,INE948A01012,10
1700,TRIL,Transformers And Rectifiers (India) Limited,EQ,28-DEC-2007,1,1,INE763I01026,1
1701,TRITURBINE,Triveni Turbine Limited,EQ,28-OCT-2011,1,1,INE152M01016,1
1702,TRIVENI,Triveni Engineering & Industries Limited,EQ,13-DEC-2005,1,1,INE256C01024,1
1703,TRU,TruCap Finance Limited,EQ,10-MAY-2022,2,1,INE615R01029,2
1704,TTKHLTCARE,TTK Healthcare Limited,EQ,02-DEC-2015,10,1,INE910C01018,10
1705,TTKPRESTIG,TTK Prestige Limited,EQ,22-DEC-1999,1,1,INE690A01028,1
1706,TTL,T T Limited,EQ,22-FEB-2007,10,1,INE592B01016,10
1707,TTML,Tata Teleservices (Maharashtra) Limited,BE,20-OCT-2000,10,1,INE517B01013,10
1708,TV18BRDCST,TV18 Broadcast Limited,EQ,08-FEB-2007,2,1,INE886H01027,2
1709,TVSELECT,TVS Electronics Limited,EQ,26-DEC-2003,10,1,INE236G01019,10
1710,TVSMOTOR,TVS Motor Company Limited,EQ,02-AUG-2000,1,1,INE494B01023,1
1711,TVSSRICHAK,TVS Srichakra Limited,EQ,13-FEB-2007,10,1,INE421C01016,10
1712,TVTODAY,TV Today Network Limited,EQ,16-JAN-2004,5,1,INE038F01029,5
1713,TVVISION,TV Vision Limited,BE,15-SEP-2016,10,1,INE871L01013,10
1714,TWL,Titagarh Wagons Limited,BE,21-APR-2008,2,1,INE615H01020,2
1715,UBL,United Breweries Limited,EQ,28-JUL-2008,1,1,INE686F01025,1
1716,UCALFUEL,Ucal Fuel Systems Limited,EQ,13-SEP-1995,10,1,INE139B01016,10
1717,UCOBANK,UCO Bank,EQ,09-OCT-2003,10,1,INE691A01018,10
1718,UDAICEMENT,Udaipur Cement Works Limited,EQ,23-DEC-2021,4,1,INE225C01029,4
1719,UFLEX,UFLEX Limited,EQ,23-AUG-1995,10,1,INE516A01017,10
